,growth_rate,birth_time,gen_time,v0,vf,lineage
394,0.013302715965367558,2789.0,79.0,1.60426,4.40704,5.0
395,0.011504562806354758,2869.0,47.0,2.13802,3.60162,5.0
396,0.013310379287602798,2917.0,72.0,1.69167,4.17018,5.0
397,0.013362230952208655,2990.0,77.0,1.79924,4.71636,5.0
398,0.012986381155276085,3068.0,62.0,2.33337,5.1121,5.0
399,0.013938573131781607,3131.0,44.0,2.23476,4.04085,5.0
400,0.011716011496690727,3176.0,69.0,1.81824,3.90678,5.0
401,0.01266236442063044,3246.0,67.0,1.82737,4.01923,5.0
402,0.013907646146169749,3314.0,52.0,1.88259,3.72817,5.0
403,0.011686352958319685,3367.0,63.0,1.78131,3.56687,5.0
404,0.012522371379300963,3431.0,64.0,1.56449,3.33075,5.0
405,0.013016097398274064,3496.0,83.0,1.38537,3.81224,5.0
406,0.013343041842662178,3580.0,58.0,1.84403,3.83229,5.0
407,0.012770560262617175,3639.0,66.0,1.69132,3.71784,5.0
408,0.013301878094888064,3706.0,60.0,1.70469,3.60676,5.0
409,0.01203953295726092,3767.0,66.0,1.68989,3.53769,5.0
